Datos,Microsegundos,Minutos
20000,5195745.7,0.08659576166666667
40000,19904918.9,0.3317486483333333
80000,73832870.5,1.2305478416666666
120000,150069290.9,2.5011548483333335
140000,232770498.9,3.8795083150000003
160000_serial,945282902.2,15.754715036666667
160000_parallel,317100767.6666667,5.2850127944444445
180000,410757305.8,6.845955096666667
200000,462057088.9,7.700951481666666
